,id,Predicted
430,144449,459203.08395378187
431,39920,259040.77068248086
432,160888,512696.5724983978
433,47978,285406.57979492977
434,14331,340008.42751706403
435,60334,262619.0187594022
436,49737,310626.18726945017
437,98533,347304.0612960318
438,38375,257066.13821552624
439,176978,673633.0919915966
440,60474,475849.6504851339
441,163806,500659.655802828
442,4654,423504.1451943624
443,130912,447907.5341740587
444,115098,468876.99681731017
445,56214,279987.8537580233
446,63720,296476.1013344581
447,143496,582065.2351243775
448,33941,331221.4722152933
449,66720,254481.21503809188
450,29518,225003.0986383488
451,68026,528647.1564091732
452,161546,475556.5105070071
453,118804,373624.31266140053
454,126852,466356.4813348313
455,102392,397073.67496294645
456,49738,286805.40015135455
457,49424,369839.28189788683
458,18184,323201.48410372087
459,5408,354971.6861901047
460,157571,445901.83167859004
461,111705,558947.8066682476
462,179891,675230.3927912998
463,76587,371936.75703745265
464,2629,291260.831372519
465,119008,435811.19819393894
466,128414,342672.47960413794
467,162481,420393.6979099771
468,39075,330577.4451074776
469,113444,535201.8451576505
470,58984,341179.4019991893
471,134087,441402.3239567341
472,27723,342080.03405531246
473,61426,884157.992679409
474,26496,291941.88675677916
475,8183,414858.7591802799
476,96508,384125.6158286203
477,56072,430320.24747865606
478,77192,439952.5832989714
479,84054,485269.18484997726
480,55624,353076.68749786355
481,163711,463739.0209115635
482,29219,401950.3387692403
483,81813,482419.95177083666
484,181000,637094.3301059472
485,143894,475747.3462327125
486,141800,469300.4245214793
487,30009,319002.19666573626
488,45917,334108.4802375949
489,14425,339531.7921058535
490,23268,313973.5315505838
491,1284,183960.24011713592
492,69986,758486.6616079612
493,134779,466565.59213403356
494,78114,424761.56414818054
495,128833,420312.20373437164
496,129335,419178.1824163874
497,56632,381437.5895587769
498,46967,293706.9074487646
499,146611,355712.39187922026
500,37748,266398.7323397263
501,156600,459158.12466066465
502,105167,358870.8555328871
503,35572,279892.9575776848
504,154900,539755.9443363615
505,68778,459619.3719745787
506,40761,662392.4009107414
507,76922,439348.833035783
508,57737,259487.8178914664
509,63946,495706.9387100368
510,111235,402053.2314318689
511,114882,524786.8991788916
512,12676,284192.27278432087
513,138376,441986.7509066139
514,90637,391162.8412495898
515,184522,632996.7612060416
516,92974,358507.56015998346
517,8857,305961.10842678393
518,27895,259536.26891422557
519,156181,553969.2643654409
520,41834,498979.435849389
521,157391,551661.8141598392
522,143702,425539.4863870845
523,185912,831340.5781244669
524,11229,246896.54303282272
525,41300,354106.32788367703
526,72247,397455.8485430396
527,83180,480103.59863484936
528,148335,518931.5584029469
529,7890,451412.4849084741
530,135138,504534.5553012405
531,27131,321201.72784933384
532,166558,632039.3252278048
533,131032,480786.2124842884
534,74357,454636.93252145464
535,156049,411332.8645131605
536,69414,732442.0450218397
537,97276,398216.3117642353
538,82842,364637.92005458724
539,148527,438351.19638086244
540,144752,514727.21057413064
541,18175,353656.19034266577
542,11905,258440.6109707575
543,171029,512211.6672570217
544,59320,445018.54444586276
545,84110,344630.7612233373
546,78965,776062.889496438
547,85951,570304.136859431
548,163141,446686.67523387726
549,109999,506578.0281884713
550,147801,403335.82112659136
551,139213,475800.4714827955
552,126460,541512.3740455299
553,28015,349076.36099404504
554,181431,679056.0320957
555,52696,691244.6733308666
556,50605,371411.5000041118
557,165242,478735.1308631762
558,48813,209189.3349692572
559,110483,594056.1504127283
560,89306,384811.9095110606
561,133442,427936.03176622867
562,65829,643494.4267597488
563,87579,349697.6065717131
564,91465,502262.70514256944
565,73701,477399.88177590736
566,15530,373014.76851217967
567,18230,485239.5825586734
568,97193,504823.50681631983
569,166625,614268.5928455116
570,33195,427890.9007513438
571,136148,536617.1036236011
572,165033,596806.4141468036
573,21315,281595.38479691336
574,91814,332992.1086438135
575,16891,456054.88597098994
576,107918,689776.9336451327
577,79471,505682.9031661821
578,21862,425262.0167968781
579,67991,438339.3451545463
580,165486,501561.66348025564
581,63600,440669.8248132261
582,110049,377011.06120437663
583,112307,425959.7805042828
584,10157,293691.3341820715
585,74635,454303.65709552635
586,25784,305167.6964827109
587,107059,448362.4405657749
588,30356,431889.3168290426
589,87516,599651.4829250202
590,10936,569528.3339812498
591,88543,334938.33837622957
592,139877,483116.9533430573
593,42424,444473.0868219794
594,52670,602759.2265716334
595,166867,561102.7112122705
596,101107,510063.3653708934
597,76199,440189.0055834016
598,80888,358921.0837327733
599,9911,297171.0513302678
600,156640,435861.538931534
601,102356,302010.33717839036
602,48860,325843.4011945943
603,102849,677138.4970255558
604,138105,494827.3738633237
605,117983,371805.0433453584
606,93922,430481.7129606936
607,46238,206237.08513875527
608,59022,549801.0569015611
609,106646,503255.1441807736
610,120040,517403.727904872
611,126172,383311.3614696517
612,168000,644407.9591458375
613,80749,472574.15510003234
614,131491,491196.7119380812
615,112112,486822.2078380669
616,47501,305997.5944718966
617,13728,227389.68093256152
618,101768,377649.73109548877
619,6316,307668.2812049743
620,126098,815027.6554145674
621,165,280353.2999106279
622,19524,463119.01482522604
623,150677,444483.927416089
624,59379,375087.16535697546
625,74454,387429.6324681954
626,175450,695542.6690281405
627,89244,674784.4108206845
628,116506,418915.1841236767
629,147339,481720.7872612758
630,74001,721299.5045299467
631,90922,426727.36601346976
632,1820,446371.47247245145
633,110186,307457.4940513201
634,62682,378894.813757229
635,89581,514574.4463079318
636,137848,449464.40673303884
637,161798,380631.72152429004
638,170742,532772.9511713856
639,82918,448939.7918301533
640,37679,283143.4926726853
641,154926,424219.05647734646
642,149598,344425.36335234786
643,44725,297789.30876131804
644,90766,489169.83267031633
645,148899,487603.3901216936
646,126592,373172.8087392525
647,157908,418127.604819727
648,113713,426257.0937232507
649,148870,629101.4720026002
650,165510,466877.38394770975
651,101470,364798.7791213593
652,51743,292959.01579826965
653,27173,224023.8737910736
654,27812,389459.269957065
655,95488,388674.3277784195
656,173154,600578.3076802328
657,121352,409463.9177674874
658,143803,399097.2276410124
659,63373,377521.7458417915
660,1386,295153.4988672273
661,163514,431474.72267554654
662,35643,286182.95696036844
663,120579,548147.9213794073
664,128369,450730.7237638355
665,141816,402185.62586410856
666,161838,478262.91600452363
667,71069,483047.542499432
668,77131,507704.09087861737
669,17667,374936.10641092755
670,52148,401349.21137438423
671,72854,585067.3298324603
672,102035,488708.2402810233
673,111359,484576.7476255039
674,17719,354632.96891829756
675,123306,371558.3766729325
676,161864,639804.8904426845
677,180849,595170.744418147
678,160993,437947.78342012234
679,162321,350815.8707348716
680,46481,277621.78612851724
681,79814,438129.61154592416
682,137789,653569.7204926249
683,54212,273253.1675175613
684,33512,334121.7197760349
685,57246,762859.7536777407
686,183567,628164.4472594847
687,126709,381025.1558175764
688,38938,346472.91634447844
689,31497,395464.64975761157
690,43094,405326.2525917018
691,40278,364270.44608254125
692,174057,723799.1589295114
693,88538,338322.1946250012
694,78488,692057.4105038958
695,170729,557414.1680305132
696,173992,484420.00201426033
697,60975,319200.4217535281
698,54718,260552.1963761299
699,178130,639067.1187269218
700,133730,376829.41074417334
701,70033,692557.4268680802
702,43395,629150.3531280792
703,142569,461159.5163317707
704,25880,288837.63034902787
705,139537,376052.9330213714
706,3465,442784.2885734469
707,40735,576995.8011845136
708,162957,486522.3466410866
709,83356,489959.86009003123
710,32897,260320.54009763806
711,49245,291172.06169645593
712,60337,272770.5875057172
713,139769,632138.382311896
714,52326,346035.2112738858
715,162813,833701.0861796662
716,180789,555246.5375459715
717,49386,416777.478333442
718,33541,373448.8814417848
719,159352,550016.2521101442
720,42027,418235.23475349694
721,155370,439610.5257971277
722,143725,511805.95631979837
723,131769,468345.41368855484
724,139885,472965.38459674234
725,93808,458407.53538242244
726,10639,324057.4996065218
727,168611,630467.8657101118
728,167653,705436.2020039966
729,123170,416808.08285503986
730,139150,409117.4302916655
731,62622,454341.32750414935
732,168689,961295.1707020041
733,18566,291282.30939277005
734,67121,246148.22560949123
735,119193,424773.3672547178
736,75320,459362.9339598329
737,185227,791298.8239775244
738,59316,434866.9756995478
739,42962,338581.37523615314
740,51540,304228.21963577624
741,37927,291043.5025395942
742,85155,328916.68397369765
743,148730,476824.16075402766
744,182768,613457.9719558649
745,21816,289171.8743148884
746,119821,450944.9765033678
747,53803,436452.3729071092
748,75672,430403.8077576029
749,164062,585281.7878099623
750,9801,711792.2804880259
751,90516,500663.9035838262
752,126543,361639.32880545803
753,20563,270669.0602562844
754,173167,520001.63034668367
755,165546,651694.6281206273
756,140696,369769.16880939004
757,60885,395213.421658689
758,71010,370008.0873967556
759,65245,435085.67158000695
760,7762,317735.3686942884
761,162332,464879.41955920664
762,132065,404558.5038479158
763,163315,530428.8698929555
764,94896,364386.4102505679
765,13990,390586.79309892945
766,86695,463826.3706409223
767,136032,735823.2878304543
768,181973,651293.8981608682
769,70720,975457.2985328472
770,176320,711104.6191974151
771,123988,642185.8122609126
772,75446,459858.3003431741
773,165520,466877.38394770975
774,95499,478631.29205225734
775,73362,397086.08910795196
776,115013,341158.81500748335
777,170250,580766.9375262987
778,117752,445048.9772392601
779,120534,588781.5111777185
780,43110,360018.09699318797
781,173316,503831.3255218875
782,163348,839404.7430852967
783,167196,500412.52082558203
784,8539,542496.3570230708
785,57416,421502.2695239407
786,147688,391528.0343314274
787,48843,229492.47246188717
788,123483,420324.00592599035
789,91781,369638.4799087122
790,57502,261423.94435258897
791,41380,492663.81943611964
792,71368,455549.0317516051
793,90332,398911.58056549827
794,56200,399215.43693508784
795,59273,498036.1237372438
796,59528,749132.3519536315
797,142978,441581.26187955873
798,62463,437189.18985228555
799,151089,302350.3024751373
800,159388,413213.8189457181
801,15000,338358.04619518673
802,124030,466856.20129763917
803,146762,439495.2535801408
804,32542,274400.4492091834
805,44504,335588.9045923507
806,154438,558803.0771904121
807,92711,440393.4586788404
808,26861,370191.14781344053
809,154130,534341.1737139621
810,108177,498200.31301964074
811,85561,394449.5114585915
812,29523,320629.258946456
813,162190,574751.4405529785
814,137744,437566.59893257153
815,141614,401659.56044634985
816,154095,557335.8527131821
817,177433,714527.6851080604
818,16212,356183.5249907159
819,138324,489341.31460997113
820,179772,641081.8417509318
821,80229,464911.3736385103
822,146601,513181.28744868963
823,90354,416691.8114366034
824,16620,352580.31027650606
825,144520,415928.0768913512
826,43671,278472.0114840133
827,151379,474040.38303465495
828,43516,314161.98436523444
829,114780,484860.20015848556
830,48679,404627.93112825847
831,23310,351666.1436753567
832,82078,728851.3863003929
833,161637,454050.3709453112
834,97266,382790.5534413139
835,25975,291686.88912859745
836,183280,713862.9708280127
837,143522,397075.9571498339
838,82873,384941.0575472172
839,111022,463813.59678346635
840,170004,430584.20887323
841,149233,516900.9830059846
842,11335,246415.9003794341
843,178323,650404.9671149137
844,117545,462818.035084521
845,104197,427463.6006755086
846,114280,391052.8035071473
847,30527,354194.386698234
848,42651,343951.3786512314
849,123646,406409.676168893
850,72689,493551.02520265477
851,78646,462236.78700026456
852,50032,225726.2324044251
853,167436,702891.6237493572
854,25911,289559.9951451807
855,140037,448754.26726031606
856,117935,488849.50072097144
857,122922,357256.4879135207
858,28738,306393.84095420945
859,129413,401445.51007349696
860,65411,600389.3084113819
861,20519,282024.76939284604
862,148799,473780.2037728453
863,96848,408732.9891514542
864,167854,458378.5642233512
865,90027,397992.18122366036
866,124583,367644.84952051204
867,123841,431981.7788200442
868,143815,478249.4409795499
869,100928,373841.1218391484
870,64554,435767.1482490938
871,27802,348852.99497180514
872,55996,281714.49455314886
873,168480,486420.7295756637
874,18511,327234.23109583027
875,7174,360491.3936000773
876,107447,393694.5267422205
877,109945,411498.3859577566
878,109304,496063.0777056746
879,33225,246438.593675908
880,31504,300833.8850473503
881,85162,339068.2527200127
882,164868,472862.3696356425
883,102092,454465.2781263538
884,5618,286267.3231876353
885,45425,376783.5802204091
886,127376,441054.28612861846
887,156938,507772.4037314087
888,127635,465584.5113546573
889,111774,622498.9427929649
890,141311,680049.0268740081
891,68733,424911.1019329209
892,171431,542138.1054092092
893,57288,267246.3463454648
894,147560,536724.5873143163
895,83283,453003.13962736685
896,180470,612297.7894806445
897,85424,503070.7505266515
898,30049,289032.91543812165
899,138841,477959.20083976904
900,138637,401035.06572293554
901,178178,831834.5520677558
902,69976,717880.3866227011
903,139744,529908.2426968613
904,58256,283319.7147518436
905,104665,523134.2137098352
906,169191,571518.5938607942
907,55984,443899.0859899372
908,40354,404470.95792919706
909,59813,229574.34667432605
910,142178,401886.6911395105
911,104367,443705.7485478355
912,135075,446785.5026557705
913,16278,369241.6351725771
914,49191,468375.5953783774
915,95010,407250.4669537378
916,179668,605428.9116438974
917,111338,411342.95194145804
918,76006,358049.3214176175
919,106534,477382.5882060582
920,78933,747284.7149543609
921,76196,543851.2680983655
922,110996,454719.09243437694
923,145016,563638.5938211437
924,133526,565724.3006222689
925,67069,599606.9213820188
926,77499,367297.52508800366
927,51668,599382.7637951706
928,64752,431356.4934119439
929,148430,426210.0571991414
930,63329,380178.6307171582
931,173406,545063.2130076246
932,79182,405921.1211273589
933,139963,410262.85850296554
934,119727,395387.79017377517
935,14184,280047.54912338057
936,63325,733648.2815991361
937,69906,700890.4406910809
938,150715,383259.49601987883
939,10423,319139.0330150306
940,13226,83245.67070655938
941,166355,482731.95893891476
942,162216,506095.4670523315
943,43071,398750.515049062
944,103161,528691.9397727605
945,168506,619496.324480577
946,30707,419704.1106643103
947,54877,434258.03412126366
948,77637,382871.7517523568
949,54304,323729.80332401855
950,71775,485465.48589783866
951,116543,329834.44891438447
952,18877,395707.0454861391
953,98865,501199.6227174062
954,169535,496404.4365376103
955,155674,406323.1594833534
956,46410,315137.7741099651
957,25354,320755.62821510143
958,149242,412968.9551188432
959,156019,518119.78981868114
960,2372,211704.1005923536
961,167793,533595.938106189
962,13539,320666.8803662103
963,96889,662870.634076575
964,12180,252705.20547365843
965,30975,458734.62924467004
966,142091,710728.5271858444
967,141417,536861.4755658251
968,88385,435799.4823401808
969,118140,421753.4043137081
970,130703,411556.9133691206
971,78738,406469.24023961736
972,31269,355830.34913356614
973,109042,456197.54023533
974,48367,409375.4508126576
975,169027,471679.2846302348
976,94564,453632.74082733144
977,69161,535017.7971089823
978,109455,562890.3840531697
979,102048,468405.1027883934
980,142061,606155.6187684836
981,80360,362865.41129213874
982,108330,402675.4969160462
983,45894,299464.39213350567
984,184619,733644.6478886711
985,44807,326576.8467815989
986,86934,418020.7463596973
987,99343,425096.28296401596
988,168916,498331.89062954497
989,89276,577039.5939560421
990,51815,292935.7661103653
991,125813,451863.628625322
992,107171,407784.4976834846
993,154642,424553.3086331277
994,10072,285864.1019058599
995,68097,359097.6252954698
996,160821,503669.816483606
997,19655,387106.7146474449
998,142752,432146.6287207072
999,36940,264193.1972686192
1000,111126,428277.407281742
1001,596,251170.34911161408
1002,71019,370008.0873967556
1003,4479,406773.06428310776
1004,55848,464997.2675900881
1005,85188,478924.94209060393
1006,125357,454866.56345863605
1007,14647,244139.09420874142
1008,162730,505852.04134650185
1009,150653,414029.2211771441
1010,120056,415507.5141628355
1011,169156,671336.9379083248
1012,67935,762046.507615646
1013,174388,680331.9666549447
1014,182913,655241.3287734013
1015,54148,337118.11795640853
1016,131866,533486.1455336817
1017,149984,510239.2529368915
1018,159985,472341.9624940584
1019,95496,471997.3729314081
1020,112843,409235.0097275984
1021,49524,354407.0279953253
1022,27369,255998.5864953253
1023,30825,457347.33033628593
1024,169753,740198.7135557365
1025,92534,427619.1221708526
1026,129225,436548.7853483632
1027,13062,176819.90364398336
1028,130722,491293.1303998671
1029,134157,438614.47992549493
1030,165859,545126.2446119897
1031,66301,411009.3767664274
1032,83618,418788.82302847237
1033,107691,504817.5746853894
1034,105232,410483.1288616806
1035,48298,464025.4931292256
1036,40648,365062.13224413747
1037,71976,439788.2114211562
1038,72896,653112.0101581693
1039,74551,397617.05141921417
1040,44973,358391.6587366322
1041,29347,421613.66364308
1042,141919,541035.2360520383
1043,106300,407760.14513167343
1044,131980,453142.5962820018
1045,133141,411841.25001842953
1046,3973,318851.754548584
1047,40519,364907.2702473621
1048,180446,665622.851153989
1049,175025,554744.9361887545
1050,75064,420985.5977623998
1051,18793,421315.4092522529
1052,149491,415222.97203096445
1053,154754,513658.4494499931
1054,132371,423551.2786192445
1055,134999,465702.21858384076
1056,165322,596017.7975855295
1057,108805,510095.72099741135
1058,140691,396840.01879956335
1059,156367,471252.503995635
1060,85858,597329.3108011313
1061,152700,453035.3628097021
1062,185104,660247.7002406667
1063,70218,445995.63623728673
1064,10393,317371.9157054149
1065,165123,568641.9724356518
1066,55106,429859.52504173823
1067,88369,411132.54502530885
1068,41779,530677.4657500575
1069,130816,393744.07744949334
1070,31211,357815.9301686487
1071,166757,703611.2918182875
1072,108437,412950.81374362303
1073,185814,699180.7492160646
1074,73304,364617.0705514719
